word,count
students,870922
people,865346
would,824077
school,532719
cars,456472
car,451409
could,442622
get,431264
like,413495
also,403780
one,387154
time,380879
help,370349
many,351944
electoral,346706
make,338029
think,328244
college,301438
even,291265
vote,279412
